ticker,cluster_date,n_insiders,total_value,window_start,window_end,has_ceo,has_cfo,has_c_suite,titles_in_cluster,roles_in_cluster
INAB,2022-08-16,4,8439997.6,2022-08-16,2022-08-16,False,False,False,,"Director|Director,TenPercentOwner|TenPercentOwner"
TERN,2022-08-16,4,31812805.16,2022-08-12,2022-08-16,False,False,False,,"Director|Director,TenPercentOwner|TenPercentOwner"
GBLI,2022-08-18,3,473355.0,2022-08-12,2022-08-18,True,False,True,Chief Executive|Chief Operating Officer,"Director|Director,Officer|Officer"
ENDI,2022-08-18,3,1807005.0,2022-08-18,2022-08-18,True,False,True,Chief Executive Officer,"Director|Director,Officer,TenPercentOwner"
SIX,2022-08-19,3,48240182.36,2022-08-12,2022-08-19,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
OPRX,2022-08-19,3,399787.0,2022-08-16,2022-08-19,True,False,True,CCO|CEO,"Director|Director,Officer|Officer"
BOOT,2022-08-22,3,536109.52,2022-08-05,2022-08-22,False,True,True,CFO & SECRETARY,Director|Officer
CION,2022-08-23,3,155250.0,2022-08-15,2022-08-23,True,False,True,President & CIO|Co-Chairman & Co-CEO|Co-Chairman & Co-CEO,"Director,Officer|Officer"
SAVA,2022-08-23,3,2990322.61,2022-08-12,2022-08-23,False,False,False,Chief Clinical Dev. Officer,Director|Officer
HCI,2022-08-23,3,168890.0,2022-08-11,2022-08-23,True,False,True,Chief Executive Officer,"Director|Director,Officer,TenPercentOwner"
KSS,2022-08-24,3,1146916.77,2022-08-19,2022-08-24,False,False,False,,Director
NSIT,2022-08-25,3,23773029.91,2022-08-15,2022-08-25,False,False,False,,"Director,TenPercentOwnerOther"
FXLV,2022-08-25,3,8248352.22,2022-08-18,2022-08-25,False,False,False,,"Director,TenPercentOwner"
COMM,2022-08-31,3,834534.16,2022-08-09,2022-08-31,True,True,True,President and CEO|EVP & CFO,"Director|Director,Officer|Officer"
TAKAX,2022-09-01,3,59000000.0,2022-09-01,2022-09-01,False,False,False,,TenPercentOwner
DEI,2022-09-02,3,1503500.0,2022-08-31,2022-09-02,False,False,False,,Director
TLSS,2022-09-02,4,42750389185.57,2022-09-01,2022-09-02,True,True,True,CFO|President & CEO,"Director|Director,Officer|Officer"
PVH,2022-09-06,3,1200106.7,2022-09-06,2022-09-06,True,True,True,"CEO TH Global/PVH Europe|Chief Executive Officer|EVP, Chief Financial Officer","Director,Officer|Officer"
HBI,2022-09-06,3,533178.28,2022-08-30,2022-09-06,True,False,True,Chief Executive Officer,"Director|Director,Officer"
GLT,2022-09-06,3,261900.0,2022-08-29,2022-09-06,True,False,True,CEO,"Director|Director,Officer"
RILY,2022-09-07,3,3957850.0,2022-08-30,2022-09-07,True,False,True,"Chairman and Co-CEO|CEO B. Riley Securities, Inc.","Director|Director,Officer,TenPercentOwner|Officer"
EOLS,2022-09-07,3,326050.0,2022-09-06,2022-09-07,False,False,False,,Director
ELAN,2022-09-09,4,989930.0,2022-09-09,2022-09-09,True,False,True,"PRESIDENT, CEO AND DIRECTOR|SEE REMARKS","Director|Director,Officer|Officer"
JELD,2022-09-09,3,1489585.22,2022-08-18,2022-09-09,False,False,False,,Director|TenPercentOwner
MATV,2022-09-09,3,1237857.06,2022-08-12,2022-09-09,True,False,True,"President, CEO","Director|Director,Officer"
SIX,2022-09-12,3,32387644.16,2022-08-19,2022-09-12,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
AIKI,2022-09-12,3,755808.33,2022-09-12,2022-09-12,True,False,True,CEO,"Director|Director,Officer"
CMRA,2022-09-12,3,251306.0,2022-09-08,2022-09-12,False,True,True,EVP & CFO|See Remarks,"Director|Director,Officer|Officer"
LNKB,2022-09-14,7,2167212.5,2022-09-14,2022-09-14,False,False,False,President and CRO,Director|Officer
FRSH,2022-09-14,3,30546009.5,2022-09-09,2022-09-14,False,False,False,,"Director,TenPercentOwner|Other"
PLPC,2022-09-14,3,107945280.0,2022-09-14,2022-09-14,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
AOUT,2022-09-14,3,290930.35,2022-09-08,2022-09-14,True,True,True,"President & CEO|EVP, CFO & Treasurer","Director|Director,Officer|Officer"
BTTX,2022-09-15,3,236249.0,2022-09-12,2022-09-15,False,False,False,See Remarks|See Remarks,"Director,Officer|Officer|TenPercentOwner"
BRZE,2022-09-15,3,1272548.55,2022-09-15,2022-09-15,False,False,False,,"Director|Director,TenPercentOwner|TenPercentOwner"
CRK,2022-09-16,3,2389700.0,2022-09-07,2022-09-16,True,False,True,Chairman & CEO,"Director|Director,Officer"
EWTX,2022-09-16,3,14999996.16,2022-09-14,2022-09-16,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
BRT,2022-09-16,3,161805.6,2022-09-16,2022-09-16,True,False,True,PRESIDENT AND CEO|SENIOR VICE PRESIDENT,"Director,Officer|TenPercentOwner"
VOXX,2022-09-16,3,1191419.23,2022-08-17,2022-09-16,True,False,True,President & CEO,"Director,Officer|Director,TenPercentOwner|TenPercentOwner"
LRMR,2022-09-16,4,36199989.0,2022-09-16,2022-09-16,True,True,True,Chief Financial Officer|President and CEO,"Director|Director,Officer|Director,TenPercentOwnerOther|Officer"
THRD,2022-09-19,3,15300000.0,2022-09-19,2022-09-19,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
MBIN,2022-09-22,5,1500000.0,2022-09-22,2022-09-22,True,False,True,"SVP, General Counsel|CEO of Merchants Capital",Director|Officer
HPP,2022-09-23,3,444005.0,2022-09-20,2022-09-23,False,False,False,,Director
MAC,2022-09-26,3,773767.4,2022-09-16,2022-09-26,True,False,True,"Chief Executive Officer|President|EVP, Business Development","Director,Officer|Officer"
TCDA,2022-09-26,3,13753772.13,2022-08-30,2022-09-26,False,False,False,,TenPercentOwner
GEG,2022-09-26,3,531767.8,2022-09-23,2022-09-26,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
CCO,2022-09-28,4,2212000.0,2022-09-26,2022-09-28,False,False,False,,TenPercentOwner
SPG,2022-09-30,3,179651.48,2022-09-30,2022-09-30,False,False,False,,Director
IMVT,2022-10-06,3,2700202.0,2022-09-29,2022-10-06,False,False,False,,Director|TenPercentOwner
NREF,2022-10-06,3,795004.5,2022-09-06,2022-10-06,False,False,False,President|See Remarks|See Remarks,"Director,Officer,TenPercentOwner|Officer"
TCDA,2022-10-07,3,14154892.06,2022-09-26,2022-10-07,False,False,False,,TenPercentOwner
JYNT,2022-10-07,3,4709513.29,2022-09-16,2022-10-07,False,False,False,,TenPercentOwner
CMPO,2022-10-10,3,1581741.64,2022-09-16,2022-10-10,False,False,False,,TenPercentOwner
PLAY,2022-10-11,3,19532650.0,2022-10-07,2022-10-11,False,True,True,Chief Financial Officer,Officer|Other|TenPercentOwner
NEOG,2022-10-11,3,474460.0,2022-09-28,2022-10-11,True,True,True,Chief Operating Officer|President & CEO|VP & CFO,"Director,Officer|Officer"
EVA,2022-10-12,5,11916567.95,2022-10-12,2022-10-12,True,False,True,"EVP, Corp Dev and GC|President|Chairman and CEO","Director|Director,Officer|Officer"
FRD,2022-10-14,3,188135.0,2022-10-13,2022-10-14,True,False,True,President / CEO / Director,"Director|Director,Officer"
VOXX,2022-10-17,3,426851.45,2022-09-23,2022-10-17,True,False,True,President & CEO,"Director,Officer|Director,TenPercentOwner|TenPercentOwner"
AZZ,2022-10-17,3,279000.0,2022-10-14,2022-10-17,False,True,True,"SVP, Chief Financial Officer|COO - Precoat Metals|President & GM - Electrical",Officer
MIST,2022-10-20,4,258650.0,2022-10-19,2022-10-20,False,False,False,,Director
PRME,2022-10-24,4,47600000.0,2022-10-24,2022-10-24,False,False,False,,"Director|Director,TenPercentOwner|Other|TenPercentOwner"
REPX,2022-10-25,3,1343225.22,2022-10-14,2022-10-25,False,False,False,,TenPercentOwner
NGM,2022-10-25,4,2843889.6,2022-10-17,2022-10-25,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
BHVN,2022-10-25,5,100008400.7,2022-10-05,2022-10-25,True,True,True,Chief Executive Officer|Chief Financial Officer,"Director|Director,Officer|Officer"
MBLY,2022-10-26,4,11648511.0,2022-10-26,2022-10-26,True,False,True,CEO and President,"Director|Director,Officer"
FFIN,2022-10-26,3,518510.0,2022-10-25,2022-10-26,False,False,False,,Director
CFFN,2022-10-28,4,273125.15,2022-10-28,2022-10-28,False,False,False,Executive Vice President,Director|Officer
XSPIX,2022-11-01,6,1650000.0,2022-11-01,2022-11-01,False,False,False,Pres. & Prin. Exec. Officer|Treasurer & Prin. Fin. Officer,"Director|Director,Officer|Officer|Other"
CLNN,2022-11-02,5,5849999.79,2022-11-02,2022-11-02,False,False,False,,Director
ALGN,2022-11-02,3,2437888.0,2022-11-02,2022-11-02,True,False,True,President and CEO,"Director|Director,Officer"
SSP,2022-11-03,10,6549757.88,2022-11-03,2022-11-03,False,False,False,,TenPercentOwner
LUMN,2022-11-04,3,254445.0,2022-11-04,2022-11-04,False,False,False,,Director
NSA,2022-11-04,3,2437092.0,2022-11-04,2022-11-04,True,False,True,President and COO|Executive Chairman,"Director|Director,Officer|Officer"
B,2022-11-07,3,2887693.04,2022-11-01,2022-11-07,True,True,True,"President and CEO|SVP, Finance and CFO","Director|Director,Officer|Officer"
VRNS,2022-11-07,3,1601535.43,2022-11-03,2022-11-07,True,True,True,"CFO and COO|CEO, President, Chairman|SVP of Worldwide Sales","Director,Officer|Officer"
AUB,2022-11-08,3,459705.28,2022-11-01,2022-11-08,True,False,True,EVP|PRESIDENT AND CEO|EVP,Officer
RAIN,2022-11-08,3,15889379.33,2022-11-04,2022-11-08,False,False,False,,Director|DirectorOther
HASI,2022-11-09,3,654115.0,2022-11-09,2022-11-09,True,False,True,EVP & CIO|EVP and Co-CIO|President and CEO,"Director,Officer|Officer"
KD,2022-11-09,3,1456442.0,2022-11-07,2022-11-09,True,True,True,CFO|Chief Executive Officer|Group President,"Director,Officer|Officer"
RRGB,2022-11-09,3,379819.42,2022-11-07,2022-11-09,False,False,False,,Director
OABI,2022-11-09,3,452650.0,2022-11-09,2022-11-09,True,False,True,President & CEO,"Director|Director,Officer"
RPAY,2022-11-11,3,796920.0,2022-11-11,2022-11-11,True,True,True,Chief Financial Officer|President|Chief Executive Officer,"Director,Officer|Officer"
CVNA,2022-11-11,3,1342300.0,2022-11-07,2022-11-11,False,False,False,"President, Special Projects",Director|Officer
CRVW,2022-11-14,4,200000.0,2022-11-14,2022-11-14,True,True,True,CEO/CFO/Sec/Treas.,"Director|Director,Officer,TenPercentOwner|Director,TenPercentOwner"
GIM,2022-11-14,3,6430825.0,2022-10-17,2022-11-14,False,False,False,,Other|TenPercentOwner
AIRS,2022-11-15,3,658200.0,2022-11-15,2022-11-15,True,True,True,Chief Executive Officer|Chief Financial Officer,"Director|Director,Officer,TenPercentOwner|Officer"
ARLO,2022-11-15,3,274548.0,2022-11-09,2022-11-15,True,False,True,CEO,"Director|Director,Officer"
CRSR,2022-11-15,3,104999994.0,2022-11-15,2022-11-15,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
CGTX,2022-11-16,4,3751225.2,2022-11-15,2022-11-16,False,False,False,,TenPercentOwner
HRT,2022-11-16,4,11854604.6,2022-11-14,2022-11-16,False,False,False,,"Director|Director,TenPercentOwner"
EMO,2022-11-17,3,12434551.99,2022-10-20,2022-11-17,False,False,False,,TenPercentOwner
BRT,2022-11-17,3,237102.78,2022-11-17,2022-11-17,True,False,True,PRESIDENT AND CEO|SENIOR VICE PRESIDENT,"Director,Officer|TenPercentOwner"
WW,2022-11-17,3,570247.5,2022-11-10,2022-11-17,False,False,False,,Director
GOCO,2022-11-18,3,5950545.56,2022-11-15,2022-11-18,False,False,False,,TenPercentOwner
VERO,2022-11-18,3,350000.0,2022-11-18,2022-11-18,False,False,False,President/Chief Bus. Officer|Officer,Director|Officer
PRCH,2022-11-18,3,843556.66,2022-11-10,2022-11-18,True,False,True,"CHIEF OPERATING OFFICER|CEO, CHAIRMAN AND FOUNDER","Director|Director,Officer,TenPercentOwner|Officer"
SIX,2022-11-18,4,32877996.32,2022-11-11,2022-11-18,False,True,True,CHIEF FINANCIAL OFFICER,"Director,TenPercentOwner|Officer|TenPercentOwner"
TNYA,2022-11-21,4,57079305.4,2022-11-17,2022-11-21,False,False,False,,"Director|Director,TenPercentOwner|TenPercentOwner"
SST,2022-11-21,3,324920.18,2022-11-14,2022-11-21,False,True,True,Chief Financial Officer,Officer|TenPercentOwner
BDSX,2022-11-21,6,27919994.4,2022-11-21,2022-11-21,False,False,False,,"Director|Director,TenPercentOwner|Director,TenPercentOwnerOther|TenPercentOwner"
VAPO,2022-11-28,3,717100.0,2022-11-28,2022-11-28,True,True,True,President and CEO|SVP & Chief Financial Officer,"Director|Director,Officer|Officer"
CTM,2022-11-28,3,1139539829.0,2022-11-16,2022-11-28,True,True,True,See Remarks|Chief Executive Officer|Chief Financial Officer,"Director,Officer,TenPercentOwner|Officer"
BW,2022-11-29,3,2552074.06,2022-11-10,2022-11-29,True,True,True,Chief Financial Officer|Chief Executive Officer,"Director,Officer|Officer|TenPercentOwner"
USCB,2022-11-29,3,214449.0,2022-11-21,2022-11-29,True,True,True,Executive VP and CFO|President and CEO,"Director|Director,Officer|Officer"
HLMN,2022-11-30,3,1590510.0,2022-11-29,2022-11-30,True,True,True,"Chief Technology Officer|CFO and Treasurer|COB, President and CEO","Director,Officer|Officer"
TCBP,2022-11-30,4,2100000.0,2022-11-30,2022-11-30,False,False,False,,TenPercentOwner
BODY,2022-11-30,3,435319.2,2022-11-28,2022-11-30,False,False,False,CHIEF OPERATING OFFICER|SEE REMARKS|CO-FOUNDER AND VICE CHAIRMAN,"Director,Officer,TenPercentOwner|Officer|Officer,TenPercentOwner"
SLRC,2022-12-01,3,2410614.2,2022-11-08,2022-12-01,False,False,False,See Remarks|See Remarks,"Director|Director,Officer"
IOVA,2022-12-02,3,65185900.0,2022-11-23,2022-12-02,False,False,False,,Director
ERNA,2022-12-02,3,2889555.36,2022-12-02,2022-12-02,False,False,False,,"Director|Director,TenPercentOwner|TenPercentOwner"
GIII,2022-12-05,3,3506534.0,2022-12-05,2022-12-05,True,False,True,Executive Vice President|CEO,"Director|Director,Officer"
LAZY,2022-12-05,3,27044467.15,2022-11-07,2022-12-05,False,False,False,,"Director,TenPercentOwner"
MODG,2022-12-05,3,494550.0,2022-11-17,2022-12-05,True,True,True,"President and CEO|EVP, CFO","Director|Director,Officer|Officer"
PLAY,2022-12-08,5,20675122.99,2022-12-08,2022-12-08,False,True,True,"Chief Financial Officer|SVP Chief Information Officer|SVP, Chief Marketing Officer",Officer|Other
TRIN,2022-12-08,3,415576.0,2022-12-08,2022-12-08,True,False,True,President & CIO|Chairman and CEO|Chief Operating Officer,"Director,Officer|Officer"
SCOR,2022-12-08,3,1969300.0,2022-11-11,2022-12-08,False,False,False,,"Director|Director,TenPercentOwner"
FRSH,2022-12-08,3,42373800.0,2022-12-05,2022-12-08,False,False,False,,"Director,TenPercentOwner|Other"
DRTT,2022-12-09,3,2071499.48,2022-11-30,2022-12-09,False,False,False,,"Director,TenPercentOwner|DirectorOther|TenPercentOwner"
HLF,2022-12-09,3,450959.75,2022-12-08,2022-12-09,True,False,True,Chairman & interim CEO,"Director|Director,Officer"
REFI,2022-12-12,3,436974.72,2022-12-12,2022-12-12,True,False,True,Executive COB|Chief Executive Officer|Co-President and CIO,"Director,Officer"
VFC,2022-12-13,3,1030580.0,2022-12-09,2022-12-13,True,False,True,Interim President and CEO,"Director|Director,Officer"
LAZR,2022-12-13,4,288665.31,2022-12-13,2022-12-13,False,False,False,,Director
OPAL,2022-12-14,3,595881.95,2022-12-01,2022-12-14,True,False,True,Co-Chief Executive Officer,Director|Officer
NXPL,2022-12-14,3,4127133551786.0,2022-12-14,2022-12-14,True,False,True,President/CEO of Global Ops|Chairman & CEO,"Director|Director,Officer|Director,Officer,TenPercentOwner"
DCTH,2022-12-14,3,260159.1,2022-12-13,2022-12-14,True,False,True,Chief Executive Officer,"Director|Director,Officer"
ERAS,2022-12-15,3,2296998.0,2022-12-13,2022-12-15,True,False,True,Chairman & CEO,"Director|Director,Officer,TenPercentOwner"
FBK,2022-12-15,3,2328302.84,2022-12-13,2022-12-15,False,False,False,,Director|TenPercentOwnerOther
ET,2022-12-15,3,23315675.0,2022-11-15,2022-12-15,True,True,True,EVP (former CFO)|Executive Chairman,"Director|Director,Officer|Officer"
NRG,2022-12-15,3,1241340.0,2022-12-15,2022-12-15,True,False,True,President & CEO,"Director|Director,Officer"
DSGN,2022-12-16,3,15264200.0,2022-12-09,2022-12-16,False,False,False,,"Director|Director,TenPercentOwner|TenPercentOwner"
BRCC,2022-12-16,3,637252.0,2022-12-08,2022-12-16,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
RILY,2022-12-16,3,10214126.24,2022-11-30,2022-12-16,True,False,True,Chairman and Co-CEO,"Director|Director,Officer,TenPercentOwner"
SKIL,2022-12-19,3,244550.0,2022-12-19,2022-12-19,True,True,True,CHIEF FINANCIAL OFFICER|CHIEF EXECUTIVE OFFICER,"Director|Director,Officer|Officer"
LGF.B,2022-12-20,3,1542500.0,2022-11-22,2022-12-20,False,True,True,Chief Financial Officer,Director|Officer
HROW,2022-12-22,3,5205045.16,2022-12-14,2022-12-22,True,False,True,Chief Executive Officer,"Director|Director,Officer|TenPercentOwner"
TERN,2022-12-23,4,12999989.5,2022-12-23,2022-12-23,False,False,False,,"Director|Director,TenPercentOwner|TenPercentOwner"
AQMS,2022-12-27,3,347777.08,2022-12-14,2022-12-27,False,False,False,,Director|Other
HHC,2022-12-28,3,162964748.48,2022-11-29,2022-12-28,False,False,False,,"Director,TenPercentOwner"
GCV.G,2022-12-29,3,4250000.0,2022-12-29,2022-12-29,False,False,False,,Director|Other
RANI,2022-12-30,3,1092648.82,2022-11-30,2022-12-30,False,False,False,,TenPercentOwner
SPG,2022-12-30,3,188251.14,2022-12-30,2022-12-30,False,False,False,,Director
CSV,2022-12-31,3,253724.0,2022-12-14,2022-12-31,False,True,True,EVP & Chief Financial Officer|President & COO,Director|Officer
CODI,2023-01-03,8,843690.39,2023-01-03,2023-01-03,False,False,False,,Other
CMRA,2023-01-04,3,1263240.75,2023-01-04,2023-01-04,False,False,False,,Director|TenPercentOwner
LFHAX,2023-01-04,5,6065000.0,2023-01-04,2023-01-04,True,False,True,"Vice President and Secretary|Trustee, President and CEO",Officer|Other
FULC,2023-01-04,3,14974601.42,2022-12-14,2023-01-04,False,False,False,,TenPercentOwner
BTMD,2023-01-09,3,940050.0,2023-01-09,2023-01-09,False,False,False,,Director
RILY,2023-01-09,3,9467182.91,2022-12-14,2023-01-09,True,False,True,Chairman and Co-CEO,"Director|Director,Officer,TenPercentOwner"
NGM,2023-01-10,3,5916715.2,2023-01-10,2023-01-10,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
MACK,2023-01-12,3,4371171.36,2022-12-29,2023-01-12,False,False,False,,"Director,Other|Other"
ACHR,2023-01-13,4,263141.62,2023-01-12,2023-01-13,True,True,True,Chief Executive Officer|Chief Financial Officer,"Director|Director,Officer,TenPercentOwner|Officer"
CCO,2023-01-17,3,2005400.0,2023-01-13,2023-01-17,False,False,False,,TenPercentOwner
XOS,2023-01-17,3,659922.17,2023-01-03,2023-01-17,True,False,True,Chief Executive Officer|Chief Operating Officer,"Director|Director,Officer"
ISRL,2023-01-18,3,1125000.0,2023-01-18,2023-01-18,False,False,False,,TenPercentOwner
APPN,2023-01-20,3,31442926.65,2023-01-11,2023-01-20,False,False,False,,TenPercentOwner
TFIN,2023-01-30,5,3599370.93,2023-01-30,2023-01-30,False,False,False,,Director
WGS,2023-01-31,3,44999999.45,2023-01-26,2023-01-31,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
ADES,2023-02-01,3,7526928.0,2023-02-01,2023-02-01,False,False,False,,Director
NEE,2023-02-06,3,574472.64,2023-02-06,2023-02-06,False,True,True,"EVP, Finance and CFO",Director|Officer
VERA,2023-02-06,5,28409566.2,2023-02-03,2023-02-06,False,True,True,Chief Financial Officer,"Director|Director,TenPercentOwner|Officer|TenPercentOwner"
ONEW,2023-02-07,3,286092.4,2023-02-06,2023-02-07,False,False,False,,Director|Other
TNYA,2023-02-08,3,9078888.26,2023-01-17,2023-02-08,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
RILY,2023-02-08,3,6980786.14,2023-01-09,2023-02-08,True,False,True,"CEO B. Riley Securities, Inc.|Chairman and Co-CEO","Director|Director,Officer,TenPercentOwner|Officer"
CNC,2023-02-09,3,1487091.0,2023-02-08,2023-02-09,False,True,True,"EVP, Chief Operating Officer|EVP, CFO",Director|Officer
